id,minute,second,team,player,start_x,start_y,end_x,end_y,pass_length_m,pass_angle_rad,pass_type,pass_height,pass_outcome,pass_success,defenders_near_5m,teammates_near_5m,defenders_near_10m,teammates_near_10m
200bab65-df14-4bc2-b647-7d71e8d66b9e,19,10,Werder Bremen,Christian Groß,47.6,59.6,54.6,64.7,8.660831368869852,0.6296451826461561,Unknown,Ground Pass,Complete,1,1,1,2,2
f4ecbf8d-8816-44b1-a2dc-f7e52b6901ad,19,12,Werder Bremen,Leonardo Bittencourt,55.6,57.8,89.4,29.6,44.01908676926408,-0.6953200096971076,Unknown,High Pass,Incomplete,0,0,0,0,0
13efcfc5-c36a-4a73-8ef4-cb014cfec512,19,17,Werder Bremen,Senne Lynen,62.4,33.8,44.7,16.1,25.031580054003776,-2.356194490192345,Recovery,Low Pass,Complete,1,0,0,0,0
4dd70b3e-72c5-45f2-9d22-36774edea519,19,21,Werder Bremen,Milos Veljkovic,43.4,15.6,20.3,30.1,27.273796948719845,2.5810500837937362,Unknown,Ground Pass,Complete,1,0,0,0,0
82f11146-ffed-403a-b430-fe83a015f92b,19,24,Werder Bremen,Michael Zetterer,20.3,30.1,27.8,43,14.921796138535065,1.044169055361146,Unknown,Ground Pass,Complete,1,0,0,0,1
0d31f5b6-0085-4f87-9fb7-441a8d298191,19,33,Werder Bremen,Christian Groß,46.8,54.4,56.7,55.9,10.012991560967187,0.15037142800713446,Unknown,Ground Pass,Complete,1,1,1,2,1
0e382c3d-c5ec-4194-9f57-990841f7836b,19,34,Werder Bremen,Leonardo Bittencourt,56.4,55.9,47.4,54.6,9.093404203047394,-2.9981403902861348,Unknown,Ground Pass,Complete,1,0,1,0,2
82b781c2-7227-40ce-9af9-b626cf7f9636,19,36,Werder Bremen,Christian Groß,47.4,52.8,51.2,25.8,27.266096163550802,-1.430973958010703,Unknown,Ground Pass,Complete,1,0,0,0,1
a8871154-162f-4c4e-99a4-a0fa1f8c823e,19,38,Werder Bremen,Milos Veljkovic,50.9,25,55.4,7.6,17.97247896090019,-1.3177206746302943,Unknown,Ground Pass,Complete,1,0,0,0,0
2f642e9e-c727-43a5-b4a2-74bca76926a7,19,40,Werder Bremen,Felix Agu,55.4,7.6,52.2,16.6,9.551963149007642,1.9124118174427034,Unknown,Ground Pass,Complete,1,0,0,0,0
09e0a0b7-410c-42a1-b169-4a0fb283f093,19,43,Werder Bremen,Milos Veljkovic,51.5,18.5,50.9,25.3,6.826419266350405,1.6588037003226377,Unknown,Ground Pass,Complete,1,0,1,1,2
c457e191-bf6e-458d-be7e-1dd75adfb8fa,19,45,Werder Bremen,Senne Lynen,48.8,26.3,41.6,55.7,30.268795813510653,1.8109673346550696,Unknown,Ground Pass,Complete,1,0,0,0,1
a2334cbd-d744-4726-8810-1996e76897ba,19,49,Werder Bremen,Christian Groß,46.6,59.9,55.9,74.2,17.05813588877753,0.9941753455795138,Unknown,Ground Pass,Complete,1,0,1,0,1
c15f3a56-a35c-4400-b8f3-35ef8ccfa5ca,19,50,Werder Bremen,Julián Malatini,56.2,74.4,54.9,64.6,9.885848471426225,-1.7026794099932696,Unknown,Ground Pass,Complete,1,0,0,0,0
670450e7-93ba-4ab1-9b02-b400b0c7a5ad,19,52,Werder Bremen,Christian Groß,55.1,63,65.6,55.7,12.788275880665065,-0.6075229003913719,Unknown,Ground Pass,Complete,1,0,0,0,0
56d80dda-a753-4d73-a5a1-1d4b4ebf011c,19,53,Werder Bremen,Senne Lynen,65.6,55.7,63,65.3,9.945853407325078,1.8352847093441287,Unknown,Ground Pass,Complete,1,0,1,2,4
5fbc77d5-6ebd-4775-97b2-d869c8c2684b,19,55,Werder Bremen,Leonardo Bittencourt,57.5,58.3,54.3,38.2,20.353132437047616,-1.7286753422907126,Unknown,Ground Pass,Complete,1,0,0,1,1
77b807db-e551-41c6-bb77-4a5ad43de0d4,19,58,Werder Bremen,Milos Veljkovic,55.1,36.9,68.9,9.6,30.58970415025291,-1.1027627810052982,Unknown,Ground Pass,Complete,1,0,0,0,0
9d7c6326-cfa4-4a54-b68d-9e7ad1a0f73e,20,3,Werder Bremen,Romano Schmid,74.9,5,64.3,9.6,11.55508546052344,2.732155444063651,Unknown,Ground Pass,Complete,1,0,1,0,1
93940091-e737-4b45-955d-cf312ac18426,20,6,Werder Bremen,Leonardo Bittencourt,55.9,10.9,43.2,38,29.92824752637548,2.009038341886189,Unknown,Ground Pass,Complete,1,0,0,0,0
2da9cf93-3eeb-4fce-bd13-9c8f9ea6a2e6,20,10,Werder Bremen,Christian Groß,46.1,46.5,68.4,59.1,25.61347301714471,0.5143035370884764,Unknown,Ground Pass,Complete,1,0,0,1,1
c6c1e546-c959-4072-8c21-53305eac7dd4,20,11,Werder Bremen,Mitchell Weiser,68.6,57.8,73.3,49.9,9.192388155425117,-1.0341081524909708,Unknown,Ground Pass,Incomplete,0,0,0,3,2
3dce9d7f-f601-4f43-87f1-e2f8ca9df486,20,13,Werder Bremen,Nick Woltemade,76.2,43,97.6,68.4,33.21325036788781,0.870661032837978,Recovery,High Pass,Incomplete,0,0,0,0,0
3c0372cd-69c1-445e-9ff8-0bcc8f956b72,20,18,Bayer Leverkusen,Jonathan Tah,21.2,4.9,28.3,7.8,7.669419795525605,0.38777017187531887,Unknown,Low Pass,Complete,1,0,0,1,2
63851d84-5e4d-44da-8b55-a49c404ec637,20,19,Bayer Leverkusen,Jonas Hofmann,28.8,8,18.6,12.5,11.148542505637227,2.7261005576489024,Unknown,Ground Pass,Complete,1,0,0,1,2
4e3683fc-407b-4fab-9b78-2b1be19115a4,20,21,Bayer Leverkusen,Edmond Fayçal Tapsoba,16.5,12.5,49.9,30.4,37.89419480606495,0.49197533034456753,Unknown,High Pass,Complete,1,0,0,1,0
0ca9b614-a09c-4eed-9224-be0050d132ea,20,24,Bayer Leverkusen,Victor Okoh Boniface,49.4,31.2,46.8,41.1,10.23572176253341,1.8276227767647044,Unknown,Ground Pass,Complete,1,0,1,3,1
6979f503-7663-4893-871f-c10a77e5fe47,20,26,Bayer Leverkusen,Granit Xhaka,49.1,46.3,64.2,66.1,24.900803199896984,0.9192632622120305,Unknown,Ground Pass,Complete,1,0,0,0,1
b857e545-45bb-4662-ad35-a64297ed37cc,20,32,Bayer Leverkusen,Amine Adli,89.7,69.2,93.8,59.5,10.530906893520616,-1.1708920303267782,Unknown,Ground Pass,Incomplete,0,1,0,2,1
b3ce8b16-94b5-46cc-b23b-539e7cf262a5,20,33,Werder Bremen,Milos Veljkovic,26.3,20.6,49.1,8.9,25.62674384310266,-0.47411843050550295,Interception,Ground Pass,Incomplete,0,0,0,0,0
dc744bd8-e9e3-4288-af84-c2c4d9c0d02e,20,37,Bayer Leverkusen,Odilon Kossonou,64.5,74.6,25.4,54.8,43.82750278078823,-2.672843048042072,Unknown,Ground Pass,Complete,1,0,0,0,0
98088d1c-a346-430e-bc50-5bf9f21a4827,20,43,Bayer Leverkusen,Lukáš Hrádecký,26.2,48.4,35.8,32.5,18.573368030596924,-1.0276067505070687,Unknown,Ground Pass,Complete,1,0,0,0,1
2b95520a-986b-499c-80ba-2aee37277cab,20,46,Bayer Leverkusen,Edmond Fayçal Tapsoba,40.8,33.8,55.3,55.6,26.1818639519802,0.9838530448849837,Unknown,Ground Pass,Complete,1,0,1,1,2
76a78b81-e20d-4f28-9b78-7803eb5bae9a,20,50,Bayer Leverkusen,Granit Xhaka,62.9,56.4,64.5,40.8,15.681836627130128,-1.468589608687643,Unknown,Ground Pass,Complete,1,1,1,1,1
c41607cf-6fe5-4a6f-8e80-bc5d16fa58ca,20,53,Bayer Leverkusen,Robert Andrich,64.5,40.8,64.2,56.9,16.10279478848315,1.5894277110401611,Unknown,Ground Pass,Complete,1,0,0,0,2
18c117f8-2639-4b84-b0b8-ac096e0fea05,20,57,Bayer Leverkusen,Granit Xhaka,70.2,58.8,76.4,68.2,11.260550608207405,0.9877197917757521,Unknown,Ground Pass,Complete,1,0,1,1,1
d70cd1a6-1959-456a-b257-0cfe94cc5f95,21,4,Bayer Leverkusen,Odilon Kossonou,72.5,72.8,29.9,40,53.764300423236236,-2.4854434097790077,Unknown,Ground Pass,Complete,1,0,0,0,0
e6f82c40-cc42-43f6-8405-e378795a7092,21,7,Bayer Leverkusen,Lukáš Hrádecký,29.9,40,42.9,48.4,15.477725931156682,0.5736666681681607,Unknown,Ground Pass,Complete,1,0,1,0,1
6efe5833-7c6a-4dea-b685-3d3f1dfea1c7,21,12,Bayer Leverkusen,Jonathan Tah,49.1,45.2,57.4,21.5,25.111352014576998,-1.2339335728116225,Unknown,Ground Pass,Complete,1,0,0,0,0
1b097288-3ce4-430d-874c-31df7fffa60f,21,15,Bayer Leverkusen,Edmond Fayçal Tapsoba,56.6,16.8,61.1,25.5,9.794896630388704,1.0934509444212246,Unknown,Ground Pass,Complete,1,0,1,2,2
aa4ff7e9-3dcc-4de1-9b6a-8fd4b126b085,21,17,Bayer Leverkusen,Robert Andrich,56.4,25.5,53,40.3,15.18551941818257,1.7966080083382518,Unknown,Ground Pass,Complete,1,0,1,1,2
93f96424-762d-435a-9b57-f4a67c820109,21,20,Bayer Leverkusen,Jonathan Tah,54.5,41.6,64.2,54,15.743252522906442,0.9069676498282017,Unknown,Ground Pass,Complete,1,0,1,1,2
f577ef66-c935-45fa-9c9d-f7afd9b2348f,21,21,Bayer Leverkusen,Granit Xhaka,66,55.9,67.6,41.3,14.687409574189726,-1.4616428638860193,Unknown,Ground Pass,Complete,1,1,1,2,1
2f48f6d9-9ec2-42a2-9d27-6795d160ce64,21,23,Bayer Leverkusen,Robert Andrich,71,44.5,91.5,42.4,20.60728026693479,-0.10208294041262642,Unknown,Ground Pass,Complete,1,1,1,1,1
0bc7808e-1e88-4453-9af6-7c442da6e3c9,21,26,Bayer Leverkusen,Victor Okoh Boniface,92.5,47.1,106.9,65.6,23.443762496664224,0.9093790464764402,Unknown,Ground Pass,Complete,1,0,0,0,0
25a92cea-33f0-431b-8466-614b826f8918,21,28,Bayer Leverkusen,Nathan Tella,107.2,65.8,110.2,39,26.967387711827037,-1.4593201049851183,Unknown,Ground Pass,Unknown,0,1,1,4,1
d5be3e47-ee6c-4b0f-bd96-f3fba6826d37,25,35,Werder Bremen,Marvin Ducksch,61,40.1,46.8,49.1,16.811900546934012,2.5766882515590166,Kick Off,Ground Pass,Complete,1,0,0,0,0
cacf2518-6f8a-4d26-9d58-f313fb4a2165,25,37,Werder Bremen,Leonardo Bittencourt,46.8,49.1,38.5,67.1,19.821453024437936,2.0028517415625404,Unknown,Ground Pass,Complete,1,0,0,0,1
2d02a37e-98be-4ece-a0fb-eebe48686e8e,25,40,Werder Bremen,Julián Malatini,40.6,66.8,48.8,62.5,9.259049627256564,-0.4829688758565613,Unknown,Ground Pass,Complete,1,0,1,2,2
b8a52712-8b8a-4f70-bb48-53d682833119,25,41,Werder Bremen,Leonardo Bittencourt,47.4,61.7,50.9,76,14.722092242612797,1.3307599628008817,Unknown,Ground Pass,Complete,1,0,0,0,1
07ee222e-8914-4b93-9929-1881149f8553,25,42,Werder Bremen,Mitchell Weiser,50.9,76.2,66.1,64.3,19.304144632694815,-0.6642235306857687,Unknown,Ground Pass,Complete,1,0,0,1,1
9bd58e04-c3d5-4c9d-ab00-da2de7d0c2f2,25,46,Werder Bremen,Mitchell Weiser,63.2,56.2,85.8,12.5,49.19806906779981,-1.0935131992925882,Recovery,Ground Pass,Complete,1,0,0,0,0
87054934-cd88-46da-bed8-4d60b65b3b0c,25,52,Werder Bremen,Felix Agu,93.1,15.3,86.3,25.3,12.092973166264777,2.167972984887574,Unknown,Ground Pass,Complete,1,0,0,1,2
cbabe1de-500f-4353-9690-16ae5f97938a,25,53,Werder Bremen,Romano Schmid,85.5,25.8,86.6,41.4,15.638733964103357,1.5004000234886605,Unknown,Ground Pass,Complete,1,1,1,2,1
e3ff5792-f6e7-44f6-aafb-42c4296aaf70,25,55,Werder Bremen,Leonardo Bittencourt,86.6,41.4,84,21.9,19.672569735548024,-1.7033478590915703,Unknown,Ground Pass,Complete,1,0,0,0,0
bcb8f11e-510d-4f9c-96f7-75e9c5081c3c,25,57,Werder Bremen,Senne Lynen,83.8,21.9,70.2,28.8,15.250245899656827,2.6720800092003634,Unknown,Ground Pass,Complete,1,0,0,0,1
c5101a86-37f2-40de-adeb-c298ffca47e7,26,0,Werder Bremen,Milos Veljkovic,69.1,29.1,51.7,52.3,28.999999999999993,2.214297435588181,Unknown,Ground Pass,Complete,1,0,0,0,0
00e9c5c6-ad1e-4765-b805-bbba1564c7ec,26,3,Werder Bremen,Christian Groß,47.6,57.8,54.6,74.7,18.292348127017487,1.1781078112296002,Unknown,Ground Pass,Complete,1,0,0,0,1
a2eeadbb-18a8-4eaf-abbc-af4825c65d95,26,6,Werder Bremen,Julián Malatini,49.9,74.2,52,59.1,15.245327152934438,-1.4326098303004986,Unknown,Ground Pass,Complete,1,0,0,0,0
7509c6d7-44da-4580-a9a0-3de29bf46dd2,26,11,Werder Bremen,Senne Lynen,49.4,55.4,43.4,27.1,28.929051142407,-1.7797168000862007,Unknown,Ground Pass,Complete,1,0,1,0,1
261b70ee-915c-43b0-ac07-730a70ae4185,26,16,Werder Bremen,Milos Veljkovic,43.7,23.4,49.1,32.8,10.84066418629412,1.049361887023153,Unknown,Ground Pass,Complete,1,0,0,0,0
cc7ef953-15e7-40df-a4ef-6b3f1a2e445b,26,19,Werder Bremen,Senne Lynen,52,38,55.1,69.2,31.35362817920759,1.4717623933552804,Unknown,Ground Pass,Complete,1,0,1,0,1
c5d000fb-5cdd-4d91-b609-c4310a6cc2a9,26,21,Werder Bremen,Julián Malatini,56.2,71.5,59,61.2,10.673799698326738,-1.3053659701459768,Unknown,Ground Pass,Complete,1,0,1,1,2
21a96891-3897-4ead-aa48-fbac53597816,26,27,Werder Bremen,Leonardo Bittencourt,68.4,62.7,78,73.9,14.751271131668618,0.8621700546672267,Unknown,Ground Pass,Complete,1,0,0,2,0
4c9dfb8c-905b-409f-8a4b-432c750dd04b,26,28,Werder Bremen,Mitchell Weiser,77.5,73.9,65.1,72.8,12.448694710691564,-3.053114581108817,Unknown,Ground Pass,Complete,1,0,0,0,1
4a61b26f-2eeb-4833-acdc-0170bbd9b549,26,31,Werder Bremen,Julián Malatini,62.7,66.8,49.9,49.4,21.60092590608097,-2.205038440926058,Unknown,Ground Pass,Complete,1,0,0,0,0
6044d178-fbcc-445d-a6bc-53b2caf3e218,26,34,Werder Bremen,Christian Groß,48.1,46.5,43.7,30.9,16.208639671483848,-1.845706168275569,Unknown,Ground Pass,Complete,1,0,0,0,0
a1888d49-4387-4517-8e45-119d6609a1b9,26,36,Werder Bremen,Milos Veljkovic,42.4,27.1,54.3,8.9,21.745114393812695,-0.9917220574271659,Unknown,Ground Pass,Complete,1,0,0,0,0
ca0f6553-1f31-4679-bda6-329b88bb60e2,26,46,Bayer Leverkusen,Odilon Kossonou,57.4,80,51.2,68.4,13.152946437965898,-2.061648107192916,Throw-in,Low Pass,Complete,1,0,0,0,0
ba787cb0-edda-4dc5-a564-21d729f5f70b,26,47,Bayer Leverkusen,Robert Andrich,51.2,68.4,48.9,75.4,7.36817480791546,1.8882550620495282,Unknown,Ground Pass,Complete,1,0,0,0,0
4dde4244-5b6e-4cb2-8b2a-f950c3005a95,26,49,Bayer Leverkusen,Odilon Kossonou,49.4,74.9,15.1,33.6,53.685938568679234,-2.2638651554607456,Unknown,Ground Pass,Complete,1,0,0,0,0
268c7edc-bde2-4e38-b8da-e89f42d8274a,26,53,Bayer Leverkusen,Lukáš Hrádecký,16.3,33,27.3,28.6,11.84736257569591,-0.3805063771123648,Unknown,Ground Pass,Complete,1,0,1,0,1
54a4a5c1-e4a0-4d41-ac9b-28cf03f02559,26,58,Bayer Leverkusen,Edmond Fayçal Tapsoba,39.7,23.6,49.9,9.9,17.080105386091734,-0.9308080841137454,Unknown,Ground Pass,Complete,1,0,1,0,1
7ebbeb50-ec58-4f72-ab4b-1e70fe5015d4,27,2,Bayer Leverkusen,Piero Martín Hincapié Reyna,56.6,9.9,49.4,15.5,9.121403400793106,2.4805494847391065,Unknown,Ground Pass,Complete,1,0,0,0,0
34bc0821-1d86-4710-a379-aff964a1594f,27,5,Bayer Leverkusen,Edmond Fayçal Tapsoba,48.9,23.6,50.7,42.6,19.085072700935672,1.4763413913998498,Unknown,Ground Pass,Complete,1,0,0,0,2
cf35f5ff-6e79-4794-b8a0-aebf40e73042,27,7,Bayer Leverkusen,Jonathan Tah,52.3,42.9,62.1,68.2,27.131715758499322,1.2012409150501748,Unknown,Ground Pass,Complete,1,0,0,0,1
c22f6a71-73d1-4fa3-8350-3aa4e7073e0d,27,10,Bayer Leverkusen,Odilon Kossonou,63.2,68.2,112.8,59,50.44601074416092,-0.183399584219517,Unknown,High Pass,Complete,1,0,0,0,0
d149b148-b183-4658-9358-cb09c06b99e0,27,17,Bayer Leverkusen,Nathan Tella,117.3,59.3,115.7,47.9,11.511733144926525,-1.7102363838862338,Unknown,Ground Pass,Incomplete,0,1,0,3,1
5880c23d-44d7-40ea-9794-ab43d5029cfe,27,44,Bayer Leverkusen,Jonas Hofmann,120,80,101.5,47.5,37.39652390263031,-2.0882840677690053,Corner,Ground Pass,Complete,1,0,1,2,1
1eaa4375-aaf1-406e-a8c4-814b252071da,28,19,Bayer Leverkusen,Jonas Hofmann,120,0.1,116.3,46,46.048887065813005,1.6512324255162947,Corner,High Pass,Complete,1,3,2,8,6
84deacfc-dba2-4cca-9613-636f6ef590c0,28,24,Bayer Leverkusen,Jonas Hofmann,117.5,40.3,116.5,38.2,2.325940669922596,-2.0152155366959965,Recovery,Low Pass,Complete,1,0,0,0,0
c7d99fce-86e8-4d21-982c-991995b52342,28,32,Bayer Leverkusen,Nathan Tella,55.8,26.5,65.2,44.5,20.306649157357306,1.0895293958964645,Unknown,Ground Pass,Complete,1,0,0,0,1
5b94834b-d3d9-49d6-a5a1-58fb8b91b954,28,35,Bayer Leverkusen,Granit Xhaka,64.2,42.6,105.3,22.9,45.57740668357514,-0.4469661339288867,Unknown,High Pass,Pass Offside,0,0,0,0,0
4a0bf8ca-ffd8-4921-9e62-f3b8b519bbba,29,15,Werder Bremen,Christian Groß,22.4,56.7,15.8,53.8,7.209022125087425,-2.7275936509775924,Free Kick,Ground Pass,Complete,1,0,0,0,0
a5427c07-ad0f-45c6-8ef0-058bab904e06,29,19,Werder Bremen,Michael Zetterer,13.5,50.7,21.8,62,14.020698984002188,0.9372806207773992,Unknown,Ground Pass,Complete,1,0,1,0,1
706e58e5-8be0-4241-9c7f-d47009a0ce9f,29,21,Werder Bremen,Christian Groß,23.4,64.7,37.4,63,14.102836594104039,-0.1208369791570724,Unknown,Ground Pass,Complete,1,0,0,1,1
04fcdc4d-f257-4e5d-9993-bca7b337d36b,29,22,Werder Bremen,Senne Lynen,37.4,63,21.3,74.2,19.61249601657066,2.5337906574758327,Unknown,Ground Pass,Complete,1,0,1,0,1
8c5863db-1acb-4c05-9a13-ca5edcca381a,29,25,Werder Bremen,Christian Groß,21.8,72.6,44.5,64.6,24.068444071023784,-0.3388316787872185,Unknown,High Pass,Incomplete,0,0,0,1,1
2e814c7f-2df9-4bec-9bad-2dffe8239518,29,27,Bayer Leverkusen,Edmond Fayçal Tapsoba,75.6,15.5,90.3,19.7,15.288230767489091,0.2782996590051113,Recovery,High Pass,Incomplete,0,1,0,2,2
325821f9-d879-42b3-84c3-095b29566127,29,29,Werder Bremen,Senne Lynen,29.8,60.4,43.2,58.3,13.563554106501734,-0.15545201163981168,Recovery,High Pass,Incomplete,0,2,0,3,2
17ef47db-ee1d-455e-971c-436c3f25acf3,29,31,Bayer Leverkusen,Edmond Fayçal Tapsoba,76.9,21.8,74.3,29.9,8.507055894961548,1.8813949271659254,Recovery,Low Pass,Complete,1,0,0,2,4
c28cf85a-007d-4724-b56e-f5a3736b755b,29,33,Bayer Leverkusen,Granit Xhaka,72.2,30.4,65,23.6,9.903534722511958,-2.3847581480311053,Unknown,Ground Pass,Complete,1,0,1,2,3
50eb26ec-10e3-420c-91b7-5cf3c0bfb38d,29,36,Bayer Leverkusen,Jonathan Tah,63.7,35.6,66,41.9,6.706713054842882,1.2207514385497509,Unknown,Ground Pass,Complete,1,0,1,2,2
c02e12a7-165f-414c-b35c-0c3acda09e50,29,40,Bayer Leverkusen,Granit Xhaka,74.3,54.8,75.4,65.8,11.05486318323298,1.4711276743037338,Unknown,Ground Pass,Complete,1,0,1,0,1
d8f2e3bf-4eb3-4872-9ae4-2a473ce2351c,29,43,Bayer Leverkusen,Odilon Kossonou,71.3,68.2,71.3,64.8,3.4000000000000057,-1.5707963267948966,Unknown,Ground Pass,Incomplete,0,2,1,2,3
c525c2a7-c3dc-419c-9e2a-585a5a9183d6,29,45,Bayer Leverkusen,Robert Andrich,63.7,52.7,55.3,61.6,12.238055401083953,2.3273007993622676,Recovery,Ground Pass,Complete,1,0,1,1,1
df383a73-db9f-4675-9823-27239bbbd2db,29,53,Bayer Leverkusen,Granit Xhaka,78.2,63.2,75.9,74.1,11.14001795330689,1.7787548740478307,Unknown,Ground Pass,Complete,1,0,0,0,0
c1299303-5761-4238-b7e6-b75920891780,29,54,Bayer Leverkusen,Odilon Kossonou,77.7,76.4,84.8,78.8,7.494664769020685,0.32596993863964485,Unknown,Ground Pass,Out,0,0,0,1,2
3df3be96-0877-46a7-8d89-eae10ed50fcd,30,19,Werder Bremen,Felix Agu,35.1,0.1,38.5,11.1,11.513470371699404,1.2710202566949171,Throw-in,High Pass,Complete,1,1,2,2,3
a53dcea0-da05-40d3-abd7-af951b962f96,30,21,Werder Bremen,Leonardo Bittencourt,38.5,13.5,34.8,8.6,6.140032573203502,-2.217554753058187,Unknown,Ground Pass,Complete,1,1,1,3,2
7ee5e5a3-7b5a-4561-983d-98426b19e24b,30,43,Werder Bremen,Milos Veljkovic,31.4,13.8,16.3,33.3,24.66292764454374,2.2297057862236187,Free Kick,Ground Pass,Complete,1,0,0,0,0
8ea170b5-0e94-4f3e-854f-0e1f9804b07d,30,49,Werder Bremen,Michael Zetterer,16.3,33.5,23.7,51.2,19.18462926407493,1.1748023207466731,Unknown,Ground Pass,Complete,1,0,0,0,0
448a1b7a-9b38-4cd9-b140-5b0b9e1445d5,30,51,Werder Bremen,Christian Groß,23.4,51.8,11.2,34.9,20.843464203437968,-2.1960652909787157,Unknown,Ground Pass,Complete,1,0,0,0,1
5f437957-804b-4b0f-9e8e-47385203d213,30,53,Werder Bremen,Michael Zetterer,13.2,33.3,15.6,22.7,10.868302535354818,-1.3481353861585317,Unknown,Ground Pass,Complete,1,0,1,0,1
b85aaa99-1e8c-45a8-b05d-a615fc01ea4e,30,56,Werder Bremen,Milos Veljkovic,16.3,14,34.6,6.8,19.665451939886864,-0.3748407153555978,Unknown,Ground Pass,Complete,1,0,0,1,0
975ba5e8-56e4-41de-ad1e-468bff17fb06,30,57,Werder Bremen,Felix Agu,33.5,9.3,34.6,16.6,7.382411530116701,1.4212365869211934,Unknown,Ground Pass,Complete,1,0,0,1,1
f55b79c3-2b53-4c1b-8229-661307a58128,30,58,Werder Bremen,Romano Schmid,33.5,17.4,29.7,6.5,11.543396380615194,-1.9062446545644047,Unknown,Ground Pass,Complete,1,0,1,1,1
721f0b2d-4857-403b-8cf9-bef08fc7ea48,30,59,Werder Bremen,Felix Agu,29.4,3.9,44,4.7,14.621901381147394,0.05473978004988072,Unknown,High Pass,Complete,1,0,0,0,0
b870a53c-3c13-4762-9078-697f6c77fde4,31,1,Werder Bremen,Romano Schmid,51.2,4.2,61.1,7.1,10.316006979447037,0.2849573502501542,Unknown,Low Pass,Incomplete,0,0,0,0,0
ddd74921-8a97-4925-bda0-2eb9a7f96b6e,31,21,Werder Bremen,Felix Agu,54.9,0.1,58.3,6.5,7.247068372797375,1.0824623757384912,Throw-in,Low Pass,Complete,1,1,1,2,3
a29270dc-2102-43b0-a818-c33e17ae317a,31,22,Werder Bremen,Senne Lynen,58.3,6.5,55.9,5.2,2.729468812791235,-2.645169900184911,Unknown,Ground Pass,Complete,1,1,2,2,3
0592afba-2741-4a82-a88f-562a79569c55,31,23,Werder Bremen,Felix Agu,55.9,5.2,58,13.2,8.271033792700885,1.3140879963615106,Unknown,Ground Pass,Complete,1,1,1,3,3
0679bb0b-1fbf-4ec9-97ec-5dcb8f810720,31,25,Werder Bremen,Romano Schmid,58,14.5,42.7,52,40.50111109586995,1.958180174563493,Unknown,Ground Pass,Complete,1,0,0,0,0
283b95f8-6161-41ad-b553-4b88cc1d0f4e,31,28,Werder Bremen,Julián Malatini,48.1,52.8,61.1,59.9,14.812494725737459,0.4998855147314416,Unknown,Ground Pass,Complete,1,0,0,0,1
cf267641-ca04-496d-9f94-1c2b46929d0e,31,36,Werder Bremen,Leonardo Bittencourt,72,66.6,56.2,71,16.401219466856723,2.869993061829717,Unknown,Ground Pass,Complete,1,0,0,0,0
29474223-17c2-4c56-a183-9da005a5ca91,31,38,Werder Bremen,Julián Malatini,56.7,68.4,53,53.1,15.741029191256846,-1.8080709820942606,Unknown,Ground Pass,Complete,1,0,1,0,1
fcd7e196-af87-4b86-80ae-6e9d066c512d,31,40,Werder Bremen,Christian Groß,54.6,45.6,55.1,22.1,23.50531854708632,-1.5495229407708355,Unknown,Ground Pass,Complete,1,0,1,0,1
e6287262-56df-40b3-8dbd-7be4eac99835,31,44,Werder Bremen,Milos Veljkovic,55.9,22.4,54.6,40.3,17.947144619688114,1.6432947398063251,Unknown,Ground Pass,Complete,1,0,0,0,0
736d3898-4ef1-41ca-a00c-e5399ae1633e,31,46,Werder Bremen,Christian Groß,56.9,45.6,77.5,42.2,20.878697277368627,-0.1635738755668584,Unknown,Ground Pass,Complete,1,0,0,2,0
b148ade5-6626-43e8-ada0-186af9119eb4,31,47,Werder Bremen,Nick Woltemade,77.5,42.7,72.8,54.6,12.794530081249565,1.9469485949933116,Unknown,Low Pass,Incomplete,0,1,1,1,1
d7096224-a619-45ca-a568-ec68a02c7b34,31,50,Bayer Leverkusen,Granit Xhaka,35.5,28.3,11.4,29.9,24.153053637169773,3.0752998960311873,Unknown,Ground Pass,Complete,1,0,0,0,1
1d9f706c-579e-4dd5-a612-ed77100fc922,31,53,Bayer Leverkusen,Lukáš Hrádecký,7.7,31.5,10.6,13.3,18.429595763336753,-1.4127840135126137,Unknown,Ground Pass,Complete,1,0,0,0,0
bc62c037-dbcf-48f7-8c5b-8274d142e1b1,31,56,Bayer Leverkusen,Piero Martín Hincapié Reyna,8.3,10.1,51,10.4,42.701053851163906,0.007025645527265822,Unknown,High Pass,Incomplete,0,0,0,0,0
4f629f2c-0e68-4055-8910-173029f8c7ba,31,58,Werder Bremen,Julián Malatini,69.1,69.7,78.3,62.5,11.682465493208191,-0.6640461628266847,Recovery,High Pass,Incomplete,0,0,0,2,3
d980706a-ef51-4c56-9cd3-d70b0a776083,32,0,Bayer Leverkusen,Edmond Fayçal Tapsoba,41.8,17.6,61.1,17.1,19.306475597581247,-0.025900942238219503,Recovery,Low Pass,Incomplete,0,1,1,2,1
46ce3ff3-f304-4d5a-995f-20c2c93282f5,32,6,Werder Bremen,Nick Woltemade,76.5,40.3,79.3,26.8,13.787313008704775,-1.3662885113365533,Unknown,Ground Pass,Complete,1,0,0,0,1
2f6d1fb2-f3e3-462e-9a9b-271c28b2a016,32,9,Werder Bremen,Romano Schmid,91.5,36.9,86.8,48.9,12.88759093081403,1.9440982176075559,Unknown,Ground Pass,Complete,1,0,0,1,0
f6a36d4d-be95-4415-a228-274196c4ddbd,32,14,Werder Bremen,Leonardo Bittencourt,88.4,50.4,84,32.8,18.14166475271771,-1.815774989921761,Unknown,Ground Pass,Complete,1,0,0,1,1
